Date,Open,High,Low,Close,Adj Close,Volume
1962-03-01,0.000000,1.390264,1.373514,1.381889,0.608377,41791
1962-03-02,0.000000,1.394452,1.383983,1.394452,0.613908,47761
1962-03-05,0.000000,1.390264,1.377702,1.390264,0.612063,23880
1962-03-06,0.000000,1.415390,1.398639,1.407015,0.619438,41791
1962-03-07,0.000000,1.415390,1.411202,1.411202,0.621282,17910
1962-03-08,0.000000,1.427952,1.407015,1.427952,0.628656,53731
1962-03-09,0.000000,1.436327,1.423765,1.423765,0.626812,65671
1962-03-12,0.000000,1.423765,1.402827,1.423765,0.626812,47761
1962-03-13,0.000000,1.440515,1.419577,1.436327,0.632343,113432
1962-03-14,0.000000,1.499141,1.423765,1.499141,0.659996,286564
1962-03-15,0.000000,1.499141,1.474015,1.482390,0.652622,208953
1962-03-16,0.000000,1.486578,1.457265,1.457265,0.641561,137312
1962-03-19,0.000000,1.469828,1.432140,1.440515,0.634186,101491
1962-03-20,0.000000,1.453078,1.436327,1.436327,0.632343,59701
1962-03-21,0.000000,1.423765,1.409108,1.419577,0.624968,47761
1962-03-22,0.000000,1.436327,1.407015,1.423765,0.626812,143282
1962-03-23,0.000000,1.436327,1.427952,1.436327,0.632343,11940
1962-03-26,0.000000,1.436327,1.423765,1.425859,0.627734,65671
1962-03-27,0.000000,1.432140,1.415390,1.415390,0.624961,29850
1962-03-28,0.000000,1.423765,1.402827,1.402827,0.619414,65671
1962-03-29,0.000000,1.415390,1.398639,1.398639,0.617564,41791
1962-03-30,0.000000,1.415390,1.356764,1.360952,0.600924,161192
1962-04-02,0.000000,1.386077,1.373514,1.373514,0.606471,53731
1962-04-03,0.000000,1.381889,1.340014,1.340014,0.591679,77611
1962-04-04,0.000000,1.342108,1.331639,1.331639,0.587981,11940
1962-04-05,0.000000,1.344201,1.302326,1.344201,0.593528,101491
1962-04-06,0.000000,1.340014,1.335826,1.340014,0.591679,17910
1962-04-09,0.000000,1.335826,1.331639,1.331639,0.587981,17910
1962-04-10,0.000000,1.352577,1.340014,1.340014,0.591679,47761
1962-04-11,0.000000,1.356764,1.340014,1.354670,0.598150,71641
1962-04-12,0.000000,1.331639,1.281388,1.298138,0.573189,95521
1962-04-13,0.000000,1.281388,1.256263,1.264638,0.558397,131342
1962-04-16,0.000000,1.273013,1.243700,1.256263,0.554699,53731
1962-04-17,0.000000,1.298138,1.256263,1.298138,0.573189,41791
1962-04-18,0.000000,1.340014,1.314889,1.323264,0.584283,95521
1962-04-19,0.000000,1.381889,1.340014,1.373514,0.606471,101491
1962-04-23,0.000000,1.386077,1.373514,1.386077,0.612018,53731
1962-04-24,0.000000,1.383983,1.373514,1.379796,0.609244,53731
1962-04-25,0.000000,1.381889,1.356764,1.356764,0.599075,89551
1962-04-26,0.000000,1.340014,1.306514,1.314889,0.580585,59701
1962-04-27,0.000000,1.340014,1.316982,1.331639,0.587981,101491
1962-04-30,0.000000,1.306514,1.293951,1.293951,0.571340,53731
1962-05-01,0.000000,1.298138,1.239513,1.298138,0.573189,155222
1962-05-02,0.000000,1.340014,1.319076,1.319076,0.582434,113432
1962-05-03,0.000000,1.340014,1.298138,1.340014,0.591679,47761
1962-05-04,0.000000,1.348389,1.306514,1.308607,0.577811,65671
1962-05-07,0.000000,1.306514,1.289763,1.298138,0.573189,83581
1962-05-08,0.000000,1.314889,1.281388,1.281388,0.565793,23880
1962-05-09,0.000000,1.277201,1.231138,1.231138,0.543605,155222
1962-05-10,0.000000,1.260451,1.206013,1.260451,0.556548,83581
1962-05-11,0.000000,1.268826,1.235325,1.243700,0.549152,113432
1962-05-14,0.000000,1.237419,1.195544,1.233232,0.544530,191043
1962-05-15,0.000000,1.314889,1.264638,1.314889,0.580585,149252
1962-05-16,0.000000,1.314889,1.289763,1.306514,0.576887,155222
1962-05-17,0.000000,1.306514,1.273013,1.289763,0.569490,101491
1962-05-18,0.000000,1.264638,1.235325,1.256263,0.554699,59701
1962-05-21,0.000000,1.252075,1.212294,1.214388,0.536210,101491
1962-05-22,0.000000,1.214388,1.164137,1.164137,0.514021,220893
1962-05-23,0.000000,1.206013,1.147387,1.147387,0.506626,238803
1962-05-24,0.000000,1.193450,1.159950,1.172512,0.517719,226863
1962-05-25,0.000000,1.180887,1.109699,1.134824,0.501078,441786
1962-05-28,0.000000,1.122262,1.092949,1.092949,0.482588,573128
1962-05-29,0.000000,1.101324,1.042698,1.101324,0.486286,471637
1962-05-31,0.000000,1.164137,1.109699,1.134824,0.501078,316415
1962-06-01,0.000000,1.126449,1.092949,1.122262,0.495531,179103
1962-06-04,0.000000,1.107605,1.080386,1.082480,0.477965,304474
1962-06-05,0.000000,1.069917,1.009198,1.042698,0.460400,364175
1962-06-06,0.000000,1.074105,1.046886,1.059448,0.467796,149252
1962-06-07,0.000000,1.084574,1.063636,1.065730,0.470570,47761
1962-06-08,0.000000,1.092949,1.067824,1.088761,0.480739,101491
1962-06-11,0.000000,1.084574,1.072011,1.072011,0.473343,197013
1962-06-12,0.000000,1.051073,1.005010,1.005010,0.443759,125372
1962-06-13,0.000000,1.011292,0.971510,0.971510,0.428967,405966
1962-06-14,0.000000,0.971510,0.900322,0.900322,0.397534,274624
1962-06-15,0.000000,1.055261,0.891947,1.055261,0.465947,292534
1962-06-18,0.000000,1.055261,0.975698,0.988260,0.436363,370145
1962-06-19,0.000000,1.017573,0.975698,0.992448,0.438212,161192
1962-06-20,0.000000,1.030136,0.992448,0.994542,0.439137,197013
1962-06-21,0.000000,0.975698,0.921260,0.938010,0.414175,268654
1962-06-22,0.000000,0.954760,0.910791,0.912884,0.403081,274624
1962-06-25,0.000000,0.971510,0.887759,0.952666,0.420647,370145
1962-06-26,0.000000,0.950572,0.891947,0.896134,0.397432,973124
1962-06-27,0.000000,0.919166,0.864728,0.904509,0.401147,591039
1962-06-28,0.000000,0.942197,0.904509,0.925447,0.410432,477607
1962-06-29,0.000000,0.954760,0.921260,0.933822,0.414147,256714
1962-07-02,0.000000,0.950572,0.917072,0.917072,0.406718,298504
1962-07-03,0.000000,0.948479,0.925447,0.929635,0.412290,244774
1962-07-05,0.000000,0.954760,0.931728,0.938010,0.416004,185073
1962-07-06,0.000000,0.929635,0.891947,0.912884,0.404861,202983
1962-07-09,0.000000,0.914978,0.887759,0.914978,0.405789,292534
1962-07-10,0.000000,0.950572,0.896134,0.904509,0.401147,531338
1962-07-11,0.000000,0.921260,0.896134,0.919166,0.407647,579098
1962-07-12,0.000000,0.954760,0.927541,0.933822,0.414147,1020885
1962-07-13,0.000000,0.933822,0.917072,0.929635,0.412290,435816
1962-07-16,0.000000,0.935916,0.912884,0.933822,0.414147,388056
1962-07-17,0.000000,0.967323,0.910791,0.912884,0.404861,1564163
1962-07-18,0.000000,0.935916,0.887759,0.925447,0.410432,746261
1962-07-19,0.000000,0.950572,0.923353,0.923353,0.409504,238803
1962-07-20,0.000000,0.935916,0.921260,0.927541,0.411361,77611
1962-07-23,0.000000,0.938010,0.927541,0.929635,0.412290,191043
1962-07-24,0.000000,0.933822,0.925447,0.925447,0.410432,202983
1962-07-25,0.000000,0.921260,0.904509,0.921260,0.408575,286564
1962-07-26,0.000000,0.958947,0.925447,0.948479,0.420647,1582073
1962-07-27,0.000000,0.965229,0.950572,0.958947,0.425290,459697
1962-07-30,0.000000,0.996635,0.967323,0.996635,0.442004,614919
1962-07-31,0.000000,1.017573,0.988260,1.002917,0.444790,710440
1962-08-01,0.000000,1.005010,0.977791,0.979885,0.434575,346265
1962-08-02,0.000000,0.988260,0.969416,0.977791,0.433647,298504
1962-08-03,0.000000,0.984073,0.977791,0.979885,0.434575,232833
1962-08-06,0.000000,0.984073,0.975698,0.975698,0.432719,1438791
1962-08-07,0.000000,0.973604,0.938010,0.956854,0.424361,274624
1962-08-08,0.000000,0.971510,0.950572,0.971510,0.430861,238803
1962-08-09,0.000000,0.971510,0.954760,0.967323,0.429004,226863
1962-08-10,0.000000,0.958947,0.938010,0.944291,0.418790,364175
1962-08-13,0.000000,0.950572,0.929635,0.950572,0.421576,185073
1962-08-14,0.000000,0.979885,0.938010,0.975698,0.432719,411936
1962-08-15,0.000000,1.002917,0.981979,0.986166,0.437361,513428
1962-08-16,0.000000,1.009198,0.975698,0.990354,0.439218,316415
1962-08-17,0.000000,1.000823,0.979885,0.990354,0.439218,161192
1962-08-20,0.000000,1.032229,0.992448,1.009198,0.447576,662680
1962-08-21,0.000000,1.017573,0.973604,0.988260,0.438290,238803
1962-08-22,0.000000,1.028042,0.979885,1.021761,0.453147,340295
1962-08-23,0.000000,1.042698,1.000823,1.000823,0.443861,704470
1962-08-24,0.000000,1.030136,1.002917,1.019667,0.452219,370145
1962-08-27,0.000000,1.036417,1.013386,1.021761,0.453147,232833
1962-08-28,0.000000,1.009198,0.981979,0.988260,0.438290,328355
1962-08-29,0.000000,0.996635,0.967323,0.988260,0.438290,286564
1962-08-30,0.000000,0.994542,0.975698,0.988260,0.438290,119402
1962-08-31,0.000000,1.009198,0.984073,1.009198,0.447576,185073
1962-09-04,0.000000,1.021761,0.984073,0.984073,0.436433,197013
1962-09-05,0.000000,1.000823,0.977791,0.979885,0.434575,232833
1962-09-06,0.000000,1.000823,0.963135,0.996635,0.442004,280594
1962-09-07,0.000000,1.017573,0.971510,0.981979,0.435504,262684
1962-09-10,0.000000,0.988260,0.975698,0.988260,0.438290,71641
1962-09-11,0.000000,1.017573,0.998729,1.005010,0.445718,214923
1962-09-12,0.000000,1.038511,0.988260,1.038511,0.460576,525368
1962-09-13,0.000000,1.051073,1.017573,1.025948,0.455005,608949
1962-09-14,0.000000,1.067824,1.025948,1.044792,0.463362,704470
1962-09-17,0.000000,1.069917,1.048980,1.051073,0.466147,495517
1962-09-18,0.000000,1.086668,1.051073,1.053167,0.467076,656710
1962-09-19,0.000000,1.063636,1.038511,1.046886,0.464290,268654
1962-09-20,0.000000,1.055261,1.013386,1.013386,0.449433,280594
1962-09-21,0.000000,1.021761,0.975698,1.009198,0.447576,352235
1962-09-24,0.000000,0.988260,0.965229,0.971510,0.430861,441786
1962-09-25,0.000000,0.990354,0.940103,0.981979,0.437390,382086
1962-09-26,0.000000,0.984073,0.887759,0.917072,0.408479,447757
1962-09-27,0.000000,0.950572,0.898228,0.904509,0.402883,674620
1962-09-28,0.000000,0.944291,0.914978,0.933822,0.415940,268654
1962-10-01,0.000000,0.933822,0.914978,0.917072,0.408479,173133
1962-10-02,0.000000,0.952666,0.912884,0.938010,0.417805,650740
1962-10-03,0.000000,0.958947,0.925447,0.925447,0.412209,197013
1962-10-04,0.000000,0.954760,0.931728,0.954760,0.425266,119402
1962-10-05,0.000000,0.971510,0.952666,0.971510,0.432727,286564
1962-10-08,0.000000,0.975698,0.958947,0.958947,0.427131,71641
1962-10-09,0.000000,0.988260,0.952666,0.988260,0.440187,429846
1962-10-10,0.000000,0.990354,0.954760,0.954760,0.425266,191043
1962-10-11,0.000000,0.967323,0.948479,0.954760,0.425266,95521
1962-10-12,0.000000,0.954760,0.946385,0.950572,0.423401,137312
1962-10-15,0.000000,0.963135,0.933822,0.963135,0.428996,232833
1962-10-16,0.000000,0.971510,0.950572,0.954760,0.425266,191043
1962-10-17,0.000000,0.954760,0.923353,0.933822,0.415940,137312
1962-10-18,0.000000,0.940103,0.921260,0.925447,0.412209,256714
1962-10-19,0.000000,0.925447,0.889853,0.889853,0.396355,364175
1962-10-22,0.000000,0.889853,0.845884,0.871009,0.387962,477607
1962-10-23,0.000000,0.887759,0.839602,0.845884,0.376771,334325
1962-10-24,0.000000,0.896134,0.808196,0.896134,0.399153,626859
1962-10-25,0.000000,0.879384,0.841696,0.860540,0.383299,238803
1962-10-26,0.000000,0.866821,0.854259,0.856353,0.381434,83581
1962-10-29,0.000000,0.900322,0.873103,0.873103,0.388895,191043
1962-10-30,0.000000,0.908697,0.875197,0.891947,0.397288,310445
1962-10-31,0.000000,0.896134,0.885665,0.887759,0.395423,71641
1962-11-01,0.000000,0.902416,0.883572,0.902416,0.401951,173133
1962-11-02,0.000000,0.921260,0.891947,0.912884,0.406613,429846
1962-11-05,0.000000,0.946385,0.906603,0.929635,0.414075,244774
1962-11-07,0.000000,0.944291,0.904509,0.925447,0.412209,179103
1962-11-08,0.000000,0.944291,0.921260,0.923353,0.411277,286564
1962-11-09,0.000000,0.946385,0.921260,0.929635,0.414075,304474
1962-11-12,0.000000,0.958947,0.938010,0.958947,0.427131,220893
1962-11-13,0.000000,0.967323,0.938010,0.954760,0.425266,256714
1962-11-14,0.000000,0.977791,0.946385,0.971510,0.432727,376116
1962-11-15,0.000000,0.992448,0.958947,0.958947,0.427131,334325
1962-11-16,0.000000,0.979885,0.958947,0.963135,0.428996,119402
1962-11-19,0.000000,0.975698,0.950572,0.950572,0.423401,101491
1962-11-20,0.000000,0.963135,0.950572,0.958947,0.427131,161192
1962-11-21,0.000000,0.990354,0.954760,0.990354,0.441120,483577
1962-11-23,0.000000,1.030136,0.994542,1.009198,0.449513,686560
1962-11-26,0.000000,1.034323,0.988260,1.019667,0.454177,322385
1962-11-27,0.000000,1.030136,1.011292,1.028042,0.457907,304474
1962-11-28,0.000000,1.040605,1.017573,1.030136,0.458840,358205
1962-11-29,0.000000,1.055261,1.038511,1.053167,0.469098,519398
1962-11-30,0.000000,1.063636,1.030136,1.057355,0.470964,441786
1962-12-03,0.000000,1.046886,1.009198,1.034323,0.460705,167162
1962-12-04,0.000000,1.084574,1.042698,1.082480,0.482154,459697
1962-12-05,0.000000,1.122262,1.078292,1.080386,0.481222,555218
1962-12-06,0.000000,1.103418,1.063636,1.090855,0.485885,340295
1962-12-07,0.000000,1.092949,1.080386,1.086668,0.484020,143282
1962-12-10,0.000000,1.095043,1.046886,1.046886,0.466301,298504
1962-12-11,0.000000,1.067824,1.038511,1.046886,0.466301,208953
1962-12-12,0.000000,1.080386,1.046886,1.076199,0.479357,161192
1962-12-13,0.000000,1.080386,1.069917,1.069917,0.476559,131342
1962-12-14,0.000000,1.084574,1.055261,1.084574,0.483087,232833
1962-12-17,0.000000,1.105511,1.076199,1.076199,0.479357,292534
1962-12-18,0.000000,1.080386,1.063636,1.063636,0.473761,167162
1962-12-19,0.000000,1.078292,1.061542,1.076199,0.479357,119402
1962-12-20,0.000000,1.086668,1.072011,1.078292,0.480289,137312
1962-12-21,0.000000,1.086668,1.059448,1.059448,0.471896,71641
1962-12-24,0.000000,1.051073,1.038511,1.051073,0.468165,107462
1962-12-26,0.000000,1.061542,1.042698,1.061542,0.474720,71641
1962-12-27,0.000000,1.063636,1.038511,1.040605,0.465357,89551
1962-12-28,0.000000,1.038511,1.030136,1.038511,0.464421,179103
1962-12-31,0.000000,1.051073,1.030136,1.030136,0.460675,214923
1963-01-02,0.000000,1.038511,1.000823,1.025948,0.458802,113432
1963-01-03,0.000000,1.072011,1.034323,1.072011,0.479402,101491
1963-01-04,0.000000,1.111793,1.080386,1.109699,0.496255,447757
1963-01-07,0.000000,1.113887,1.097136,1.097136,0.490638,131342
1963-01-08,0.000000,1.109699,1.090855,1.107605,0.495319,238803
1963-01-09,0.000000,1.139012,1.118074,1.120168,0.500937,417906
1963-01-10,0.000000,1.130637,1.109699,1.130637,0.505619,226863
1963-01-11,0.000000,1.143199,1.134824,1.139012,0.509365,173133
1963-01-14,0.000000,1.147387,1.126449,1.128543,0.504683,119402
1963-01-15,0.000000,1.147387,1.134824,1.139012,0.509365,125372
1963-01-16,0.000000,1.143199,1.130637,1.132730,0.506555,286564
1963-01-17,0.000000,1.147387,1.126449,1.147387,0.513110,208953
1963-01-18,0.000000,1.153668,1.145293,1.145293,0.512173,143282
1963-01-21,0.000000,1.168325,1.145293,1.168325,0.522473,173133
1963-01-22,0.000000,1.189262,1.172512,1.185075,0.529964,298504
1963-01-23,0.000000,1.185075,1.159950,1.159950,0.518728,77611
1963-01-24,0.000000,1.172512,1.159950,1.172512,0.524346,83581
1963-01-25,0.000000,1.174606,1.168325,1.174606,0.525282,47761
1963-01-28,0.000000,1.180887,1.172512,1.172512,0.524346,59701
1963-01-29,0.000000,1.197637,1.168325,1.168325,0.522473,220893
1963-01-30,0.000000,1.174606,1.159950,1.172512,0.524346,208953
1963-01-31,0.000000,1.193450,1.168325,1.193450,0.533709,83581
1963-02-01,0.000000,1.201825,1.185075,1.185075,0.529964,89551
1963-02-04,0.000000,1.206013,1.189262,1.201825,0.537454,167162
1963-02-05,0.000000,1.203919,1.185075,1.197637,0.535582,191043
1963-02-06,0.000000,1.206013,1.197637,1.203919,0.538391,95521
1963-02-07,0.000000,1.206013,1.197637,1.197637,0.535582,167162
1963-02-08,0.000000,1.206013,1.185075,1.206013,0.539327,95521
1963-02-11,0.000000,1.210200,1.197637,1.197637,0.535582,202983
1963-02-12,0.000000,1.201825,1.189262,1.201825,0.537454,125372
1963-02-13,0.000000,1.222763,1.201825,1.210200,0.541200,131342
1963-02-14,0.000000,1.218575,1.193450,1.214388,0.543072,143282
1963-02-15,0.000000,1.214388,1.210200,1.210200,0.541200,29850
1963-02-18,0.000000,1.210200,1.206013,1.206013,0.539327,59701
1963-02-19,0.000000,1.206013,1.201825,1.206013,0.539327,71641
1963-02-20,0.000000,1.206013,1.172512,1.180887,0.528091,232833
1963-02-21,0.000000,1.180887,1.176700,1.180887,0.528091,23880
1963-02-25,0.000000,1.185075,1.172512,1.172512,0.524346,83581
1963-02-26,0.000000,1.187169,1.172512,1.174606,0.525282,65671
1963-02-27,0.000000,1.172512,1.139012,1.139012,0.509365,155222
1963-02-28,0.000000,1.151574,1.139012,1.141106,0.510300,197013
1963-03-01,0.000000,1.151574,1.122262,1.122262,0.501874,143282
1963-03-04,0.000000,1.147387,1.122262,1.147387,0.513110,41791
1963-03-05,0.000000,1.139012,1.126449,1.126449,0.503746,77611
1963-03-06,0.000000,1.130637,1.124355,1.130637,0.505619,83581
1963-03-07,0.000000,1.147387,1.134824,1.147387,0.513110,35821
1963-03-08,0.000000,1.147387,1.130637,1.130637,0.505619,83581
1963-03-11,0.000000,1.130637,1.128543,1.128543,0.504683,89551
1963-03-12,0.000000,1.130637,1.124355,1.130637,0.505619,47761
1963-03-13,0.000000,1.134824,1.134824,1.134824,0.507491,29850
1963-03-14,0.000000,1.134824,1.126449,1.128543,0.504683,95521
1963-03-15,0.000000,1.139012,1.128543,1.139012,0.509365,53731
1963-03-18,0.000000,1.147387,1.130637,1.130637,0.505619,29850
1963-03-19,0.000000,1.143199,1.130637,1.130637,0.505619,89551
1963-03-20,0.000000,1.147387,1.130637,1.147387,0.513110,41791
1963-03-21,0.000000,1.155762,1.147387,1.147387,0.513110,41791
1963-03-22,0.000000,1.151574,1.147387,1.147387,0.513110,95521
1963-03-25,0.000000,1.149481,1.126449,1.130637,0.505619,155222
1963-03-26,0.000000,1.122262,1.101324,1.122262,0.503740,89551
1963-03-27,0.000000,1.128543,1.111793,1.118074,0.501860,113432
1963-03-28,0.000000,1.118074,1.088761,1.088761,0.488702,143282
1963-03-29,0.000000,1.088761,1.072011,1.082480,0.485883,59701
1963-04-01,0.000000,1.080386,1.072011,1.072011,0.481184,95521
1963-04-02,0.000000,1.078292,1.061542,1.067824,0.479305,131342
1963-04-03,0.000000,1.067824,1.057355,1.057355,0.474606,113432
1963-04-04,0.000000,1.042698,1.013386,1.021761,0.458629,883573
1963-04-05,0.000000,1.000823,0.971510,1.000823,0.449230,919393
1963-04-08,0.000000,1.017573,0.998729,1.005010,0.451110,334325
1963-04-09,0.000000,1.007104,0.988260,0.988260,0.443591,149252
1963-04-10,0.000000,1.021761,0.996635,1.021761,0.458629,220893
1963-04-11,0.000000,1.021761,1.005010,1.021761,0.458629,179103
1963-04-15,0.000000,1.021761,1.000823,1.002917,0.450170,173133
1963-04-16,0.000000,1.051073,1.005010,1.038511,0.466147,191043
1963-04-17,0.000000,1.048980,1.034323,1.038511,0.466147,167162
1963-04-18,0.000000,1.038511,1.025948,1.038511,0.466147,113432
1963-04-19,0.000000,1.051073,1.034323,1.051073,0.471786,197013
1963-04-22,0.000000,1.048980,1.030136,1.032229,0.463327,143282
1963-04-23,0.000000,1.044792,1.030136,1.038511,0.466147,125372
1963-04-24,0.000000,1.044792,1.034323,1.038511,0.466147,119402
1963-04-25,0.000000,1.046886,1.038511,1.038511,0.466147,286564
1963-04-26,0.000000,1.042698,1.034323,1.042698,0.468027,119402
1963-04-29,0.000000,1.088761,1.042698,1.078292,0.484003,220893
1963-04-30,0.000000,1.109699,1.082480,1.107605,0.497161,179103
1963-05-01,0.000000,1.122262,1.101324,1.101324,0.494341,197013
1963-05-02,0.000000,1.092949,1.076199,1.084574,0.486823,214923
1963-05-03,0.000000,1.088761,1.080386,1.086668,0.487763,71641
1963-05-06,0.000000,1.088761,1.084574,1.084574,0.486823,53731
1963-05-07,0.000000,1.084574,1.067824,1.078292,0.484003,131342
1963-05-08,0.000000,1.092949,1.080386,1.090855,0.489643,137312
1963-05-09,0.000000,1.092949,1.076199,1.080386,0.484943,89551
1963-05-10,0.000000,1.090855,1.076199,1.090855,0.489643,107462
1963-05-13,0.000000,1.105511,1.084574,1.097136,0.492462,268654
1963-05-14,0.000000,1.105511,1.084574,1.101324,0.494341,167162
1963-05-15,0.000000,1.147387,1.101324,1.132730,0.508438,262684
1963-05-16,0.000000,1.147387,1.130637,1.130637,0.507498,191043
1963-05-17,0.000000,1.126449,1.109699,1.122262,0.503740,113432
1963-05-20,0.000000,1.130637,1.122262,1.126449,0.505619,113432
1963-05-21,0.000000,1.134824,1.113887,1.134824,0.509378,131342
1963-05-22,0.000000,1.132730,1.122262,1.126449,0.505619,149252
1963-05-23,0.000000,1.128543,1.124355,1.126449,0.505619,59701
1963-05-24,0.000000,1.124355,1.122262,1.122262,0.503740,107462
1963-05-27,0.000000,1.126449,1.120168,1.126449,0.505619,107462
1963-05-28,0.000000,1.130637,1.122262,1.128543,0.506559,83581
1963-05-29,0.000000,1.151574,1.124355,1.151574,0.516897,304474
1963-05-31,0.000000,1.185075,1.159950,1.182981,0.530994,322385
1963-06-03,0.000000,1.203919,1.182981,1.189262,0.533813,238803
1963-06-04,0.000000,1.203919,1.185075,1.193450,0.535693,274624
1963-06-05,0.000000,1.199731,1.189262,1.189262,0.533813,197013
1963-06-06,0.000000,1.193450,1.155762,1.180887,0.530054,250744
1963-06-07,0.000000,1.214388,1.185075,1.214388,0.545091,226863
1963-06-10,0.000000,1.239513,1.214388,1.214388,0.545091,202983
1963-06-11,0.000000,1.268826,1.222763,1.231138,0.552610,376116
1963-06-12,0.000000,1.264638,1.239513,1.264638,0.567647,286564
1963-06-13,0.000000,1.264638,1.252075,1.252075,0.562008,131342
1963-06-14,0.000000,1.254169,1.231138,1.247888,0.560128,65671
1963-06-17,0.000000,1.237419,1.222763,1.226950,0.550730,1008945
1963-06-18,0.000000,1.237419,1.226950,1.231138,0.552610,65671
1963-06-19,0.000000,1.237419,1.226950,1.231138,0.552610,59701
1963-06-20,0.000000,1.247888,1.210200,1.229044,0.551670,292534
1963-06-21,0.000000,1.247888,1.235325,1.247888,0.560128,89551
1963-06-24,0.000000,1.264638,1.247888,1.258357,0.564827,173133
1963-06-25,0.000000,1.256263,1.245794,1.252075,0.563884,83581
1963-06-26,0.000000,1.247888,1.231138,1.231138,0.554455,107462
1963-06-27,0.000000,1.233232,1.218575,1.220669,0.549740,197013
1963-06-28,0.000000,1.235325,1.210200,1.235325,0.556341,113432
1963-07-01,0.000000,1.235325,1.210200,1.218575,0.548797,316415
1963-07-02,0.000000,1.229044,1.214388,1.226950,0.552570,197013
1963-07-03,0.000000,1.229044,1.222763,1.229044,0.553512,95521
1963-07-05,0.000000,1.226950,1.222763,1.222763,0.550684,23880
1963-07-08,0.000000,1.222763,1.208106,1.208106,0.544082,101491
1963-07-09,0.000000,1.216481,1.208106,1.216481,0.547854,101491
1963-07-10,0.000000,1.214388,1.208106,1.210200,0.545026,53731
1963-07-11,0.000000,1.206013,1.189262,1.189262,0.535596,137312
1963-07-12,0.000000,1.180887,1.143199,1.151574,0.518623,161192
1963-07-15,0.000000,1.153668,1.122262,1.136918,0.512022,179103
1963-07-16,0.000000,1.139012,1.122262,1.126449,0.507307,59701
1963-07-17,0.000000,1.151574,1.122262,1.122262,0.505422,101491
1963-07-18,0.000000,1.147387,1.124355,1.147387,0.516737,47761
1963-07-19,0.000000,1.143199,1.130637,1.132730,0.510136,35821
1963-07-22,0.000000,1.139012,1.113887,1.128543,0.508251,167162
1963-07-23,0.000000,1.136918,1.118074,1.118074,0.503536,298504
1963-07-24,0.000000,1.172512,1.122262,1.157856,0.521452,113432
1963-07-25,0.000000,1.189262,1.166231,1.168325,0.526167,107462
1963-07-26,0.000000,1.180887,1.164137,1.180887,0.531824,107462
1963-07-29,0.000000,1.189262,1.176700,1.178793,0.530881,161192
1963-07-30,0.000000,1.231138,1.185075,1.231138,0.554455,149252
1963-07-31,0.000000,1.254169,1.210200,1.212294,0.545969,376116
